full_name,height_cm,weight_kgs
Pierluigi Frattali,185.42,74.8
Barnabás Bese,187.96,83.9
Isaac Carcelén Valencia,152.4,74.8
Rubén Yáñez Alabart,190.5,84.8
Federico Bravo,185.42,82.1
Sebastián Rincón Lucumí,185.42,81.2
Andreas Blomqvist,182.88,69.9
Adaílton dos Santos da Silva,175.26,83
Stiven Plaza,187.96,79.8
Santy Ngom,154.94,84.8
Hernán Ignacio Hechalar,172.72,72.1
Leonardo Nicolás Povea Pérez,175.26,73
Adam Jackson,187.96,79.8
Josh Williams,187.96,83.9
Daniel Nieto Vela,172.72,59.9
Michael Boxall,187.96,91.2
Ivan Franjić,154.94,77.1
Patrick Mullins,185.42,79.8
Dardo Miloc,152.4,73.9
Bruno Godeau,190.5,78
Adam Lundqvist,175.26,64.9
Juan Pablo Zuluaga Estrada,175.26,67.1
Gwion Edwards,175.26,76.2
Abraham  Minero Fernández,175.26,71.2
Olly Lee,154.94,79.8
宇賀神 友弥,172.72,71.2
Tarek Hamed,170.18,67.1
Isaac Koné,154.94,81.2
Alex Woodyard,175.26,58.1
Juan Patiño,154.94,83
Leonel López,175.26,71.2
Luis Cárdenas,182.88,83.9
Aboubakar Oumarou,187.96,78
Keanu Staude,175.26,69.9
Theofanis Tzandaris,182.88,74.8
Alan Mozo,172.72,68
Karim Azamoum,152.4,73.9
Tomás Pablo Astaburuaga Montoya,185.42,69.9
Matthew Kilgallon,187.96,78.9
Manuel Scavone,187.96,73.9
Kevin Begois,185.42,78.9
Kirk Broadfoot,190.5,88.9
近藤 亮祐,182.88,73.9
Carlos Andrés Bejarano Palacios,182.88,83
Jesper Nyholm,182.88,73.9
Ryan Taylor,152.4,69.9
Abdulyussuf Adedeji Adeniyi Oshilaja,154.94,74.8
Erik Friberg,152.4,69.9
David Williams,152.4,69.9
Sebastián Zúñiga Fuenzalida,167.64,74.8
Lucas Acevedo,198.12,97.1
Thomas Ebner,154.94,74.8
Mateo Barać,190.5,89.8
Daniel James,170.18,76.2
Nathaël Julan,195.58,83
Rody de Boer,187.96,87.1
Wilfried Moimbé-Tahrat,172.72,67.1
Aleksandar Radovanović,187.96,83
守田 英正,152.4,73.9
Ryan Colclough,182.88,73
Matěj Pulkrab,185.42,82.1
Luis Javier Suárez,185.42,73.9
Vincent Marchetti,154.94,69.9
Steven Lewerenz,175.26,73
Joachim Thomassen,154.94,78
Loïc Nestor,152.4,69.9
Ondřej Mihálik,187.96,71.2
Valtteri Moren,187.96,76.2
Panagiotis Vlachodimos,182.88,73.9
Jaílson Marques Siqueira,152.4,73.9
Joan Sastre Vanrell,175.26,73.9
Sebastian Ernst,152.4,68
Abdullah Durak,154.94,79.8
Adolph Joseph DeLaGarza,175.26,68
Tarique Fosu,170.18,67.1
Esteban Andrés Carvajal Tapia,172.72,67.1
Álex Quintanilla Urionabarrenetxea,182.88,78.9
Adam Bareiro,182.88,83.9
João Pedro Pereira dos Santos,154.94,88
Mustafa Akbaş,187.96,81.2
Carlos Julio Robles Rocha,170.18,69.9
Nick Venema,154.94,71.2
Themistoklis Tzimopoulos,187.96,82.1
Dimitrij Nazarov,182.88,73
Scott Jamieson,152.4,71.2
水沼 宏太,175.26,72.1
Michał Helik,193.04,79.8
Bautista Merlini,165.1,62.1
Danilo Arboleda,190.5,83
Matthias Bader,175.26,73
Sebastián Óscar Jaime,152.4,71.2
Maik Kegel,182.88,82.1
Serdar Özkan,172.72,68
Josh Earl,193.04,78
Tim Boss,185.42,82.1
Pablo Nicolás Caballero Santos,190.5,78.9
Ezekiel Fryers,182.88,79.8
Martin Pušić,187.96,76.2
Alan Czerwiński,154.94,73.9
Alan Judge,170.18,69.9
Oleksandr Andrievskyi,152.4,73
Xola Mlambo,170.18,69.9
Mariano González Maroto,182.88,73
中山 雄太,154.94,76.2
Christoph Riegler,185.42,83
Maximiliano Francisco Lugo,152.4,73
Romain Perraud,172.72,68
Javier Alván Salas Salazar,182.88,73
Sercan Sararer-Osuna,154.94,88.9
Konstantin Kuchaev,182.88,73.9
Cristian Colmán,182.88,78.9
滕春 广輝,175.26,59.9
Marvin Wanitzek,152.4,73.9
Facundo Altamirano,185.42,78
Botond Baráth,187.96,74.8
Florin Berenguer,182.88,69.9
고승범 高承范,175.26,72.1
Philip Zinckernagel,175.26,69.9
Alan Omar Mendoza López,172.72,77.1
Abel Ruiz Ortega,182.88,73
Thomas Lam,187.96,76.2
Philipp Hosiner,152.4,72.1
Andreas Skov Olsen,187.96,74.8
Julian von Haacke,154.94,76.2
Miguel Aires Fernandes Olivera,195.58,98
Rajko Rep,152.4,72.1
Alex Charles Doneiro Gomes,175.26,71.2
Giuseppe Mastinu,175.26,77.1
Connor Mahoney,175.26,67.1
Jeffry Fortes,182.88,74.8
Matteo Mandorlini,154.94,78
Maximilian Ullmann,154.94,64.9
Moussa Sylla,154.94,69.9
Juan Pablo Miño,154.94,83
Djihad Bizimana,154.94,77.1
Nils Seufert,182.88,73
Dominik Prokop,170.18,68
Emanuele Padella,187.96,78
Roberto Cereceda,172.72,73
Javier Flores Santacruz,170.18,68
Jaime Báez,152.4,73.9
Manfred Starke,152.4,81.2
Yekta Kurtuluş,175.26,69.9
Richard Tait,152.4,77.1
Frederico Luis Rendel Barreto,154.94,71.2
Jonathan Grounds,185.42,87.1
Álvaro Traver Navarrete,187.96,76.2
Manuel Farrona Pulido,175.26,69.9
Paul Izzo,182.88,81.2
Alessandro Iacobucci,187.96,82.1
Emil Salomonsson,182.88,73
Tim Breukers,182.88,77.1
Iván Fernando Ochoa Chávez,182.88,72.1
Christian Camilo Mafla Rebellón,175.26,66.2
Ferhat Öztorun,175.26,66.2
Jake Buxton,154.94,83
Ondřej Čelůstka,185.42,79.8
Xavier Arreaga,182.88,74.8
Juan Pablo Gómez Vidal,182.88,82.1
Baïssama Sankoh,154.94,73
Iker Guarrotxena Vallejo,152.4,66.2
Matheus da Cunha Gomes,152.4,72.1
Darnell Furlong,154.94,76.2
Gaspar Emanuel Iñíguez,172.72,76.2
Danildo Jose Sao Pedro Accioly Filho,187.96,82.1
Danny Swanson,167.64,59
Djordje Jovanović,185.42,78
Robert Lundström,182.88,72.1
Tom Elliott,193.04,76.2
Leonardo Matías Heredia,185.42,78.9
山中 亮輔,170.18,64.9
Alan Eduardo Schons,154.94,74.8
Marc McNulty,152.4,69.9
朴成,175.26,68.9
Michal Janota,170.18,73.9
Shaun MacDonald,185.42,72.1
Leonardo da Silva Lopes,167.64,60.8
César Arzo Amposta,185.42,72.1
Christos Albanis,182.88,79.8
Emiliano Purita,167.64,68.9
Carlos Alberto Rodríguez Gómez,175.26,66.2
Mattia Finotto,182.88,72.1
松原 健,154.94,73
Pablo Ignacio Corral Mondaca,170.18,64.9
Stefan Lex,152.4,74.8
Cándido Ramírez,170.18,67.1
Estevão Danilo Rios Chiamulera,152.4,73.9
Lucas Henrique Ferreira Venuto,165.1,59.9
Angel Gomes,170.18,60.8
Davide Agazzi,172.72,69.9
Franco Escobar,175.26,72.1
Dario Del Fabro,187.96,81.2
Erbín Trejo,170.18,68.9
Luka Ilić,182.88,73
Nils Butzen,152.4,68
이석현 李硕贤,152.4,68
Andreas Leitner,182.88,72.1
Karlo Bručić,182.88,73.9
Mohamed Dräger,154.94,73.9
Francisco Fydriszewski,185.42,78
Jonas Bager,182.88,83.9
Niki  Dige Zimling,152.4,73
Michael Smith,193.04,86.2
Jannik Dehm,154.94,74.8
Federico Palacios Martínez,170.18,68
Alexis Zapata Álvarez,175.26,73.9
Louis Bostyn,195.58,83.9
Ian Henderson,152.4,67.1
Francesco Orlando,167.64,64.9
Nuno Caio Cedrim Feitosa,154.94,78
Henry Andrés Rojas Delgado,152.4,73.9
Marwane Saadane,187.96,74.8
El-Hadji Ba,182.88,74.8
Amine Gouiri,182.88,79.8
Bastien Toma,172.72,64
Noë Dussenne,190.5,84.8
Shane Ferguson,175.26,66.2
Charles Fernando Basilio da Silva,175.26,71.2
Łukasz Wolsztyński,182.88,73
Luca Clemenza,175.26,77.1
Guévin Tormin,175.26,73
Salvatore Molina,152.4,74.8
Ronwen Williams,182.88,71.2
Herolind Shala,152.4,71.2
Marcel Ritzmaier,154.94,73.9
伊力哈木江·伊明江,175.26,69.9
Jason Demetriou,154.94,68
Daniel Cardoso,182.88,78
Michiel Jonckheere,175.26,67.1
Ricardo Darío Blanco,162.56,64
Vasilije Janjičić,154.94,82.1
Mariano Bíttolo,175.26,66.2
Sergio Blázquez Sánchez,175.26,72.1
Eric Larsson,175.26,68
Patrick Mortensen,190.5,78
José Manuel da Silva Oliveira,152.4,71.2
Marc Hornschuh,187.96,82.1
Juan José Camacho Barnola,154.94,74.8
Luka Zarandia,152.4,73.9
Mandé Sayouba,193.04,82.1
Ruben Ligeon,172.72,59.9
Zsolt Korcsmár,187.96,83
Sören Bertram,185.42,82.1
Stephen Quinn,167.64,59.9
Andoni Zubiaurre Dorronsoro,187.96,82.1
Lewis Ferguson,154.94,74.8
Fernando Daniel  Brandán,167.64,63
Anatole Ngamukol,152.4,69.9
Michael de Leeuw,152.4,67.1
Lyle Taylor,187.96,78.9
Simon Moore,190.5,83
Fakhereedine Ben Youssef,190.5,86.2
Fredrik Ulvestad,182.88,83.9
Julio César Cascante Solórzano,187.96,77.1
Egor Nazaryna,182.88,74.8
Dico Koppers,152.4,72.1
Marc Vidal,182.88,83
Yaw Yeboah,175.26,69.9
Carlos Castro García,175.26,68
Daniel Steres,182.88,77.1
David Pollet,187.96,86.2
Sebastián Ferreira,154.94,78
Sebastian Schuppan,187.96,83
Asger Sørensen,190.5,78.9
Chris Durkin,182.88,74.8
Vedat Bora,175.26,68
Aqeel Al Sahabi,154.94,67.1
Sérgio Gabriel da Silva Andrade,190.5,83
Nemanja Mitrović,193.04,88
Mark Little,185.42,78
Welson Emílio Leima Garcia,152.4,78
Danilson da Cruz Gomes,185.42,88
Leandro Freire de Araújo,187.96,82.1
Mounir El Hamdaoui,182.88,78.9
Christian Ramsebner,190.5,83
César De La Hoz López,152.4,69.9
Loris Néry,175.26,73
Simon Makienok Christoffersen,200.66,93.9
Luís Manuel Arantes Maximiano,190.5,82.1
Fábio Szymonek,195.58,86.2
Badr Boulahroud,175.26,73
Luca Strizzolo,187.96,83
Dries Wouters,190.5,81.2
Marvin Johnson,152.4,73.9
Marco Pinato,175.26,66.2
Nahuel Yeri,175.26,81.2
Sylvain Gbohouo,190.5,82.1
Rob Hall,172.72,66.2
Sam Cronin,152.4,74.8
顾操,182.88,74.8
Ibrahim Traoré,185.42,79.8
Benjamin Girth,154.94,82.1
Daniel Hägele,185.42,76.2
Darío Mendiseca,182.88,78.9
Edgar Melitón Hernández Cabrera,182.88,82.1
Luís Miguel  Pereira Cortez,175.26,66.2
Alejandro Damián González Hernández,182.88,78.9
Glenn Loovens,190.5,73.9
Fabrício Silva Dornellas,187.96,82.1
José Verdú Nicolás,185.42,78
Liam Lindsay,190.5,88.9
Jiří Skalák,152.4,76.2
Nick Proschwitz,193.04,86.2
Mirko Carretta,152.4,74.8
Christoph Martschinko,175.26,78
Daniel Høegh,190.5,78.9
Héctor Rodas Ramírez,190.5,84.8
Andrea Nalini,154.94,72.1
Alejandro Sánchez,187.96,88
Jonathan Ligali,182.88,86.2
Getterson Alves dos Santos,152.4,72.1
Matthew Sadler,182.88,73.9
John Fredy Pajoy Ortíz,175.26,76.2
Ricardo Antonio Jérez Figueroa,193.04,84.8
永井 謙佑,152.4,71.2
Thomas Meißner,190.5,82.1
Julian Schauerte,152.4,67.1
Miguel Jiménez Ponce,182.88,78.9
Aylton Filipe Boa Morte,182.88,74.8
Kevin Broll,185.42,77.1
Florian Miguel,152.4,69.9
Koray Altınay,154.94,86.2
Ryan Williams,172.72,67.1
Thomas Grøgaard,154.94,71.2
Stefan Kulovits,152.4,69.9
Jonatan Tollås Nation,187.96,86.2
Harmeet Singh,154.94,72.1
João Carlos Cardoso Santo,187.96,87.1
Allan Gonçalves Sousa,172.72,64
Reeve Frosler,172.72,68.9
Alessandro Rossi,182.88,78
Jose Carlos Bizama Venegas,152.4,74.8
Achraf Lazaar,182.88,79.8
Nicolás Vélez,172.72,69.9
Manuel Konrad,187.96,88
Giulio Maggiore,182.88,68.9
Simone Palombi,182.88,69.9
Elio Capradossi,185.42,78
Maciej Gajos,175.26,64.9
Jean-Claude Billong,193.04,88
Ajdin Hrustić,152.4,69.9
Aleksandar Jovanović,195.58,83
Pedro José  da Silva Trigueira,193.04,78
Liam Sercombe,152.4,68.9
Javier Darío Romo Barrón,185.42,84.8
Antonio Martínez López,154.94,69.9
Rifat Zhemaletdinov,182.88,79.8
Juan Andrada,182.88,77.1
Greg Docherty,152.4,72.1
Gavin Massey,152.4,74.8
Gary Dicker,182.88,81.2
Jean-Kévin Duverne,182.88,71.2
Éverton Luiz Guimarães Bilher,172.72,69.9
Mateusz Możdżeń,154.94,76.2
Milan Đurić,198.12,93.9
Federico Gino,175.26,69.9
Jérémy Vachoux,182.88,78
David Milinković,152.4,69.9
Fawaz Al Qarni,182.88,88
Terrence Boyd,187.96,82.1
Simon Eastwood,187.96,89.8
Dante Rigo,154.94,74.8
Wilson Allan Rosan Dourado,154.94,73
Dimitrios Goutas,187.96,81.2
Serge Sidoine Tchaha Leuko,175.26,69.9
Bruno Pereira Mendes,182.88,77.1
최성근 崔圣根,154.94,67.1
Chris Shields,185.42,78
Joseph Baffoe,185.42,78.9
Russell Martin,185.42,84.8
Franklin Wadja,185.42,83
Filip Dagerstål,187.96,73.9
Fábio Samuel Amorim Silva,172.72,69.9
Nicolò Cherubin,187.96,83
Nuno Daniel Costeira Valente,175.26,68
Ahmad Hassan Hassan Asiri,185.42,68
宮市 亮,182.88,71.2
Nicolás Linares,175.26,72.1
Michele Troiano,187.96,82.1
José Valencia,187.96,81.2
Melvin Luan Regalo Sousa,182.88,76.2
Gboly Ariyibi,182.88,72.1
Raffaele Di Gennaro,187.96,79.8
Guus Hupperts,175.26,78
Aldo Misael Arellano Miranda,175.26,63
Simone Edera,175.26,67.1
Jak Alnwick,187.96,82.1
Julián Rodrigo Fernández,152.4,72.1
David Blacha,175.26,72.1
Milan Massop,182.88,74.8
Daniel Clayton Branco Julião,182.88,72.1
Christian Alejandro Tabó Hornos,175.26,74.8
Salvador Ruíz Rodríguez,152.4,73
Robert Acquafresca,182.88,79.8
Lasha Parunashvili,182.88,74.8
Matthieu Saunier,182.88,74.8
Gilles Arnaud Sutchuin Djoum,182.88,78
田口 泰士,175.26,69.9
Roman Procházka,182.88,77.1
Adrian Fein,187.96,81.2
Tobias Müller,187.96,79.8
José Antonio Morente Oliva,154.94,76.2
Sergio Akieme Rodríguez,175.26,64.9
Christian Vargas Cortés,182.88,82.1
Zlatko Dedič,182.88,77.1
Ubong Moses Ekpai,175.26,74.8
Aleš Čermák,154.94,74.8
Francisco Jose Sánchez Rodriguez,175.26,68
Luca Zander,182.88,73
Jorge Matías Donoso Garate,185.42,87.1
Assis Giovanaz,187.96,81.2
Alexis Ribera,175.26,69.9
André Filipe M. Ribeiro Ferreira,190.5,79.8
Alharbi El Jadeyaoui,152.4,69.9
Patryk Lipski,185.42,78.9
Josh Vela,185.42,69.9
Loïc Puyo,182.88,77.1
Tyronne Gustavo Del Pino Ramos,154.94,72.1
Joseph Martín Mora Cortéz,175.26,59.9
Marcel Bär,182.88,79.8
Jay Dasilva,170.18,64
Adrian Šemper,193.04,91.2
Jonas Nietfeld,185.42,83
Breno Vicente Laranjeiro Rosan,154.94,68.9
Kadeem Harris,175.26,68
Luis Haquin,154.94,76.2
Elías Fernando Aguilar Vargas,175.26,73
Srdjan Grahovac,182.88,74.8
Stephen McLaughlin,175.26,77.1
Dino Perić,198.12,83.9
Cebio Soukou,185.42,82.1
Barış Atik,170.18,72.1
Jason Cummings,152.4,63
Jone Samuelsen,172.72,69.9
Lucien Owona,187.96,88.9
Javier Hernández Cabrera,182.88,72.1
Simon Skarlatidis,175.26,71.2
Philipp Netzer,187.96,79.8
Fred Kauê Soidares Lima,190.5,78.9
Louis Samson,190.5,81.2
권경원 权敬源,187.96,83
Marvin  Schwäbe,187.96,89.8
Johanna Omolo,152.4,73
Douglas da Silva Vieira,187.96,83
Ali Messaoud,185.42,78.9
Edison Vega,167.64,68.9
Wout Droste,154.94,76.2
Matteo Ricci,152.4,66.2
Daryl van Mieghem,170.18,68
Andrés Lioi,175.26,67.1
Luan Peres Petroni,190.5,78.9
Paulo Clemente Ventura Raimundo,182.88,68
Felipe  Patavino Saad,187.96,83
Harold Rivera Roa,175.26,73.9
Alex Mowatt,152.4,71.2
Luc Kassi,152.4,73.9
Braydon Manu,167.64,68.9
Berat  Djimsiti,190.5,83
Mamadou Thiam,154.94,82.1
Omar Albornoz,182.88,78
Jack Hendry,193.04,81.2
Brandon Borrello,152.4,78.9
Adrián Calello,152.4,71.2
Joshua Sims,167.64,64.9
김호준 金浩军,190.5,88.9
Lebohang Maboe,172.72,66.2
José Antonio Ferrández Pomares,175.26,68
Daniel Ojeda Saranova,154.94,74.8
Lorenzo Valerio Rosseti,182.88,78
Dominic Iorfa,193.04,78
Ángel Bastos Teijeira,170.18,69.9
Andrea Gasbarro,182.88,72.1
João Paulo Kuspiosz,185.42,79.8
Dion Malone,185.42,84.8
Manuel Cabit,154.94,74.8
Christian Grindheim,152.4,73.9
Yago Henrique Severino dos Santos,152.4,86.2
Filipe Vicente Traeira Lopes,193.04,81.2
Matthew Palmer,152.4,78.9
Viktor Lundberg,187.96,78.9
Cristian Rivero Sabater,187.96,74.8
Marco Friedl,187.96,71.2
小池 龍太,170.18,63
José Antonio Caro Díaz,193.04,88
任航,185.42,79.8
Diego Mendoza,185.42,86.2
Maurice Trapp,190.5,87.1
Mathieu Baudry,187.96,79.8
Lorenco Šimić,195.58,88.9
Abdoul Ba,203.2,93.9
Nicolai Poulsen,175.26,69.9
Faneva Imà Andriatsima,182.88,73.9
Pietro Pellegri,187.96,79.8
今野 泰幸,152.4,73
Rodrigo López Alvarez,170.18,68
Craig Morgan,187.96,88.9
Anthony Jung,185.42,87.1
Ben Hamer,193.04,91.2
Matías Rodrigo Campos López,152.4,74.8
Lucas Cháves,152.4,74.8
황진성 黄景顺,152.4,69.9
Mateus Bernardo Tangil Melo,187.96,84.8
Myles Kenlock,185.42,67.1
Felipe Melvin Azevedo Lima,182.88,77.1
Matt Godden,185.42,78
Nordin Gerzić,175.26,78.9
Giovanni Zarfino,182.88,84.8
Louis Verstraete,185.42,79.8
Ramon Lopes de Freitas,185.42,78.9
Oluwaseyi Babajide Ojo,152.4,81.2
Armando Junior Vargas Morales,170.18,69.9
Raúl Miguel Cámara,170.18,64
Youssef Toutouh,187.96,79.8
Apostolos Vellios,190.5,78
José Kanté Martínez,182.88,76.2
Daniel Lovitz,152.4,74.8
José Manuel Sánchez Guillén,182.88,81.2
Gorka Guruzeta Rodríguez,187.96,77.1
Menno Koch,195.58,78
Ched Evans,182.88,76.2
Riley McGree,152.4,72.1
Jon Flanagan,154.94,78.9
Lars Vilsvik,154.94,73
Will Buckley,185.42,77.1
Alan Mannus,187.96,92.1
Robin Le Normand,187.96,79.8
Matthew Connolly,187.96,83.9
Mateusz Szwoch,172.72,59.9
Filip Raičević,187.96,74.8
Wellington Luís de Sousa,185.42,88.9
Nayef Aguerd,187.96,76.2
Fred Onyedinma,185.42,79.8
Sullay Kaikai,182.88,69.9
Allan Campbell,175.26,73.9
Brendan Hines-Ike,185.42,77.1
Cameron Brannagan,154.94,71.2
Cristiano Pereira Figueiredo,193.04,88
Michał Chrapek,175.26,68
Emir Kujović,193.04,88
Connor Lade,170.18,68
Adam Davies,185.42,79.8
Wilfred Moke,182.88,78
Neal  Eardley,154.94,73.9
José Aurelio Suárez García,187.96,79.8
Muhammad Youssuf Candé,172.72,82.1
Emerson Hyndman,170.18,60.8
Marco Perrotta,185.42,78
Tobias Pilegaard Mikkelsen,152.4,73
Gustavo Affonso Sauerbeck,154.94,72.1
Ludcinio Marengo,175.26,69.9
Albert Sambi Lokonga,182.88,69.9
Juan Pablo Ramírez,182.88,76.2
Nico Hammann,185.42,78.9
Thembinkosi Lorch,170.18,66.2
Adam Straith,187.96,88.9
Martín Eduardo Zúñiga Barria,182.88,79.8
Manjrekar James,193.04,83.9
Edison Flores,170.18,68
Ivan Toney,152.4,69.9
渡辺 洋文,185.42,79.8
Daniel Eduardo Giraldo Cárdenas,152.4,69.9
Andrew Shinnie,154.94,69.9
André Dej,175.26,73.9
Yakou Meité,182.88,82.1
Manuel Perez,154.94,71.2
David Fällman,187.96,83.9
Cornel Râpă,154.94,72.1
James Holland,182.88,76.2
Alejandro Carbonell Vallés,182.88,74.8
Ben Godfrey,182.88,73.9
Tyler  Blackett,187.96,87.1
Korcan Çelikay,193.04,86.2
Christopher Martins Pereira,187.96,72.1
Sulayman Marreh,182.88,78
Daniel Pudil,185.42,82.1
Miguel Ángel Pinto Jérez,182.88,78.9
Álvaro Luis Salazar Bravo,185.42,78.9
Wayne Sandilands,154.94,81.2
Filip Bednarek,187.96,81.2
Horacio Calcaterra,175.26,72.1
Matteo Pessina,182.88,74.8
Stanislav Iljutcenko,187.96,82.1
Mërgim Vojvoda,185.42,78.9
Chris Bedia,193.04,83.9
Ulises Rivas Gilio,152.4,71.2
Bright Addae,185.42,84.8
Marc Lais,182.88,68.9
Jose Luis Gamonal Ruiz,154.94,74.8
Hidde Jurjus,187.96,89.8
Uğurcan Çakır,190.5,82.1
Bruno Caldini Perone,190.5,87.1
Karim Koceila Yanis Ziani,170.18,66.2
Daniele Capelli,185.42,83.9
Mohamed Buya Turay,152.4,69.9
William Omar Duarte Figueroa,154.94,74.8
Thapelo Jackson Mabokgwane,175.26,68.9
Damian Roßbach,187.96,83
Elton Acolatse,154.94,79.8
Alexander Kačaniklić,154.94,72.1
Gerardo Arteaga,175.26,64
Micah Richards,154.94,83
Biagio Meccariello,187.96,84.8
Jürgen Gjasula,185.42,87.1
Leandro Bacuna,154.94,77.1
Hólmar Örn Eyjólfsson,190.5,86.2
Alex Král,185.42,79.8
Hicham Boussefiane,175.26,64.9
Josip Vuković,182.88,76.2
Sebastian Maier,152.4,68
Marcel Titsch Rivero,182.88,76.2
Mamadou Samassa,198.12,84.8
김민혁 金珉赫,187.96,73
Gabriele Moncini,182.88,74.8
Hedgardo Marín,182.88,83
Said Ahmed Said,154.94,69.9
한교원 韩教元,182.88,73
Dan Peter Ulvestad,187.96,83.9
Rhyan Grant,175.26,73.9
Filipe Joaquim Melo Silva,187.96,82.1
Ryan Leonard,185.42,82.1
Patrick Farkas,152.4,78
Nejmeddin Daghfous,152.4,77.1
Felix Passlack,170.18,73.9
Gabriel Vargas,172.72,73.9
Maximilian Thiel,187.96,81.2
Jamilu Collins,182.88,73
Luis Caicedo,154.94,83
Diego Alejandro Martínez Marín,154.94,76.2
Erkan Kaş,182.88,74.8
Kevin Friesenbichler,187.96,74.8
Erling Braut Håland,193.04,87.1
Max Clark,154.94,73
Luis Marcelo Herrera,185.42,78
Brett Pitman,182.88,69.9
Gaizka Toquero Pinedo,182.88,72.1
Matt Smith,198.12,91.2
C.J. Sapong,185.42,83.9
Edgar Bruno da Silva,190.5,78.9
Auston Trusty,190.5,83.9
Athanasios Androutsos,175.26,67.1
Alejandro Mula Sánchez,152.4,64
Omri Ben-Harush,185.42,78.9
Jovan Stojanović,187.96,79.8
Yann Boé-Kane,185.42,76.2
Aníbal Araújo Capela,187.96,83.9
André Alexandre Antunes Pedrosa,185.42,69.9
Callum Connolly,182.88,69.9
Nahuel Valentini,182.88,82.1
Sonny Bradley,195.58,89.8
Shane Lowry,185.42,88
Philipp Förster,187.96,82.1
Anderson Santamaría,182.88,79.8
Helio Paulo Caldeira Andrade,187.96,82.1
Markel Etxeberría Mendiola,154.94,72.1
Florian Raspentino,152.4,73
Giorgi Papunashvili,152.4,76.2
Elliott Bennett,175.26,73
Bailey Peacock-Farrell,193.04,73
Mansour Al Harbi,175.26,74.8
James Collins,187.96,86.2
Tomáš Pekhart,193.04,91.2
Claudio Gonzalez,175.26,73
Alexander Bono,190.5,88
Carlos Gerardo Rodríguez Serrano,154.94,78
Iván Rodríguez del Pozo,154.94,69.9
Alexander Schlager,182.88,77.1
José Luis Muñoz Muñoz,152.4,72.1
Javier Arley Reina Calvo,172.72,69.9
Javier Andrés Parraguez Herrera,182.88,86.2
Pablo Pérez Rodríguez,187.96,78.9
Julian Green,172.72,69.9
Joe Shaughnessy,182.88,68.9
Pierrick Valdivia,185.42,77.1
Yanis Merdji,175.26,72.1
Gianluca Di Chiara,185.42,79.8
Andrej Lukić,193.04,88
Haydar Yılmaz,187.96,86.2
Simon Skrabb,175.26,74.8
Harold Oshkaly Cummings Segura,182.88,83.9
Jeppe Andersen,152.4,74.8
Kofi Opare,187.96,86.2
Álvaro Giménez Candela,182.88,79.8
David Button,190.5,87.1
Sifiso Hlanti,182.88,78
Sarpreet Singh,172.72,64.9
Jorge Andrés Aguirre Restrepo,170.18,68
Nicolas Moumi Ngamaleu,154.94,73.9
Alberto Paleari,193.04,88
Serges Flavier Mbilla Etame,154.94,77.1
Ben Woodburn,175.26,72.1
Mile Svilar,187.96,81.2
Anto Grgić,187.96,83.9
Alain Oyarzun Aguilar,152.4,71.2
Fernando Lewis,154.94,74.8
John Verhoek,187.96,87.1
Zdeněk Ondrášek,185.42,78.9
Josip Radošević,154.94,73.9
Julian Leist,193.04,84.8
Jóan Símun Edmundsson,185.42,83
Giorgi Arabidze,172.72,62.1
Roberto Rodriguez,154.94,74.8
José Francisco Torres Mezzell,172.72,67.1
Lucas Mariano Bareiro,182.88,73.9
Lucas Pirard,190.5,91.2
Cristian Alejandro Cuevas Jara,175.26,64.9
Hjörtur Hermannsson,190.5,81.2
山村 和也,185.42,79.8
Sory Kaba,190.5,79.8
Ataúlfo Heitor Anjos Rosan,185.42,76.2
Marnon Busch,182.88,79.8
Grant Ward,152.4,73
Emiliano Marcondes,182.88,74.8
Dean Gerken,182.88,77.1
